0,1,2,3,4,5,0,1,2,3,4,5
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,3,o,o,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
davidovich,fokina,esp,15,3,15,berrettini,ita,15,13,o,15
